"event_id","category","title","time","price","repeat_description","address","image","description","title_code","dates"
"55","GRHS Program","Heritage Hill in Grand Rapids' History","7:30 PM","FREE and Open to the Public","","Women's City Club, 254 Fulton St E, Grand Rapids, MI 49503","logan2.jpg","<p>presented by Tom Logan</p>

<p>Heritage Hill has a long history. It was an early site of what might be thought of as &ldquo;country houses&rdquo; outside of the Grand River flood plain. Of course, the designation&mdash;&ldquo;heritage hill&rdquo;&mdash;was only applied at the time of its official designation as a protected historic district. Its boundaries include areas developed over at least 6 decades: large numbers of structures appeared from the 1880s through the 1920s. A few were built as early as the 1840s, and as recently as the 2010s.</p>

<p>The preservation movement was a national phenomenon, spurred on by the &ldquo;Urban Renewal&rdquo; program funded by the federal government in the 1960s. Physical deterioration and urban patterns which did not accommodate the automobile comfortably led to massive demolition of urban fabric and creation of more open (and often &ldquo;dead&rdquo;) urban spaces. Plans to extend this approach from the commercial and civic downtown area to the elegant residential area on &ldquo;the Hill,&rdquo; led to the preservation movement, which succeeded in historic designation around 1970.</p>

<p>While &ldquo;preservation&rdquo; is the goal, the theme of the presentation is the constant change that has characterized the Heritage Hill district over its history. Both before and since it gained &ldquo;protected&rdquo; status, there has been continuous change: increased density of buildings; additions to single-family homes; construction of duplexes and multi-family structures next to older buildings; conversion of single to multi-family use; adding &ldquo;style&rdquo; to simple vernacular buildings; in-fill development; re-conversion to fewer units per building&mdash;it has never stopped.</p>

<p>Influenced by its geography, surveyors and land sub-divisions, changing housing styles and esthetics, national economic cycles and world wars, the district presents a fascinating tapestry of life. The people who were important in it contributed significantly to the life of the larger community, through public offices held, professions practiced, and non-profit organizations founded and projects pursued.</p>

<p>Long-time resident and author of two books on Heritage Hill, Tom Logan will give examples of all of this, illustrating why he loves his neighborhood.</p>

<p><strong>Presentation Only: Free and Open to the Public</strong></p>

<p>The May 2018 Program: &ldquo;Heritage Hill in Grand Rapids&rsquo; History&rdquo;,&nbsp;begins at 7:30 pm, is free and open to the public following Grand Rapids Historical Society Annual Meeting &amp; Banquet.<br />
If you would like to join us for the Annual Meeting &amp; Banquet prior to the May program a dinner ticket is required.&nbsp;<a href=""shop/banquet"" target=""_blank"">[PURCHASE DINNER TICKET HERE]</a></p>","heritagehillingrandrapidshistory","2018-5-10"
"58","Library Event","The Wives (and Lives) of the Early Dutch Pastors","1:30 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","","<p>The Christian Reformed Church in North America was founded in 1857, and it was headquartered in Grand Rapids. The lives of its pastors have been well documented and written about. However, the stories of the wives of these pastors have been sadly ignored in the historical writings of the church. In her recently published book, For Better or Worse, speaker Janet Sheeres has brought some of these women out of obscurity and describes their challenges and living conditions. Many of these stories played out in Grand Rapids and West Michigan.</p>","thewivesandlivesoftheearlydutchpastors","2018-1-6"
"59","Library Event","History Detectives: Sleuthing for Local History","9:30 AM - 4:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","Screenshot_2017-12-04_23.49.59.jpg","<p>A day-long event made up of six programs exploring various aspects of Grand Rapids history. Presented by area historians and members of historical and cultural organizations, topics are varied and reflect the unique heritage of West Michigan. Topics include:</p>

<p>&bull; Welcome to Madison Square</p>

<p>&bull; Elective Detectives and Crowdsourcing Grand Rapids Women&#39;s History</p>

<p>&bull; Marking History: State Historical Markers in Grand Rapids</p>

<p>&bull; African Americans in Early Grand Rapids</p>

<p>&bull; Dress Discoveries: Fashion and the Voigt Family</p>

<p>&bull; The North End Gets a Name</p>

<p>All events are free and open to the public. Space is limited and seating is offered first come, first served. There will be an overflow room available with simulcast video presentation.</p>

<p>A boxed lunch is available for purchase.<br />
Email <a href=""mailto:rsvp@grpl.org"" target=""_blank"">RSVP@grpl.org</a> to purchase a lunch.</p>","historydetectivessleuthingforlocalhistory","2018-1-20"
"60","Annual Banquet","GRHS Annual Meeting and Banquet 2018","6:00 pm","","","The Sweet House (formerly Women's City Club), 254 Fulton St E, Grand Rapids, MI 49503","image.jpg","<p>Our Grand Rapids Historical Society Annual Meeting &amp; Banquet will once again be held&nbsp;downtown at The Sweet House (formerly Women&rsquo;s City Club) on the corner of Fulton St and Lafayette Ave. Parking available in the lots west and east of the building, accessible from Fulton St or Lafayette Ave.</p>

<p>The purchase of a Dinner Ticket* is required to attend the GRHS Annual Meeting &amp; Banquet. A short business meeting, drawing and 2018 Baxter Award will be presented after dinner.</p>

<p><strong>Annual Banquet: [Dinner Ticket* Required]</strong><br />
6:00 PM &mdash; Gather. Socialize. Libations. &ndash; Cash Bar<br />
6:30 PM &mdash; Be Seated for Dinner<br />
7:15 PM &mdash; Official Business, Drawing and 2018 Baxter Award Presented</p>

<p><strong>After-Dinner Program FREE and OPEN to Public:</strong>&nbsp;(Lower-Level Auditorium)<br />
7:30 PM &mdash; Be Seated for Program:&nbsp;&ldquo;Heritage Hill in Grand Rapids&rsquo; History&rdquo;</p>

<p><strong>*Dinner Tickets Cost:&nbsp;GRHS Members $32.</strong>&nbsp;and&nbsp;<strong>Non-members $35.</strong>&nbsp;[+PayPal Credit Card Processing Fee]<br />
<strong>[DINNER TICKET SALES ENDED THU 3 MAY 2018]</strong></p>

<p><strong>DINNER MENU</strong><br />
This Menu is Gluten-Free</p>

<p>Starter:&nbsp;<strong>House Salad</strong><br />
Entree:&nbsp;<strong>Artichoke Chicken&nbsp;</strong><br />
Sides:&nbsp;<strong>Roasted Vegetables with Asparagus, Mashed Garlic Redskin Potatoes</strong><br />
Dessert:&nbsp;<strong>Vanilla Bean Creme Br&ucirc;l&eacute;e</strong></p>

<p><em>Beverage Served with Meal</em><br />
<strong>Choice of&nbsp;Iced Tea&nbsp;or&nbsp;Coffee</strong></p>

<p>We will have a&nbsp;<strong>Chef&rsquo;s Choice Vegetarian Option</strong>, if requested at time of reservation.</p>

<p>&nbsp;</p>

<p>Make Checks Payable To:<br />
<strong>Grand Rapids Historical Society</strong><br />
c/o Grand Rapids Public Library<br />
111 LIbrary St. NE<br />
Grand Rapids MI 49503&nbsp;</p>

<p><strong>DEADLINE to RSVP and Purchase Dinner Tickets is Thursday 3 May 2018. So Order Yours TODAY!</strong></p>

<p>Following the 2018 Baxter Award,&nbsp;Tom Logan will be presenting&nbsp;&ldquo;Heritage Hill in Grand Rapids&rsquo; History&rdquo;&nbsp;in the lower-level auditorium</p>","grhsannualmeetingandbanquet2018","2018-5-10"
"61","GRHS Program","Brookby House and Gardens 10 AM Tour","10:00 AM - 11:30 AM","FREE - GRHS MEMBERS ONLY","","250 Plymouth Ave SE, Grand Rapids, MI 49506","Brookby_Cover_1.jpg","<p><strong>BY INVITATION ONLY</strong></p>

<p><strong>GRHS MEMBERS ONLY 10AM TOUR</strong></p>

<p>Come tour the John W. Blodgett Estate, also known as Brookby, an historic landmark at 250 Plymouth Rd, SE, East Grand Rapids, Michigan. It was listed on the National Register of Historic Places in 1983 and designated a Michigan State Historic Site in 1977.</p>

<p>Built in 1928, the estate is located on Fisk Lake. The estate consists of the Blodgett house as well as several other subsidiary buildings. The main house was designed by the A. Stewart Walker, a member of the architectural firm of Walker and Gillette. It is significant for its association with John W. Blodgett and his wife, Minnie Cumnock Blodgett, both of whom were important to the history of the city.</p>

<p><strong>PARKING</strong></p>

<p>Aquinas Performing Arts Center, 1703 Robinson Rd SE, East Grand Rapids, MI 49506</p>

<p>It&rsquo;s just a short was from the parking lot to Brookby House &amp; Gardens south of the Performing Arts Center.</p>

<p><strong><a href=""https://en.wikipedia.org/wiki/John_W._Blodgett_Estate"" target=""_blank"">Brookby House - John W. Blodgett Estate</a></strong></p>","brookbyhouseandgardens10amtour","2018-8-25"
"62","GRHS Program","Brookby House and Gardens 12 PM Tour","12:00 PM - 1:30 PM","FREE - GRHS MEMBERS ONLY","","250 Plymouth Ave SE, Grand Rapids, MI 49506","Brookby_Cover_1.jpg","<p><strong>BY INVITATION ONLY</strong></p>

<p><strong>GRHS MEMBERS ONLY 12 PM TOUR</strong></p>

<p>Come tour the John W. Blodgett Estate, also known as Brookby, an historic landmark at 250 Plymouth Rd, SE, East Grand Rapids, Michigan. It was listed on the National Register of Historic Places in 1983 and designated a Michigan State Historic Site in 1977.</p>

<p>Built in 1928, the estate is located on Fisk Lake. The estate consists of the Blodgett house as well as several other subsidiary buildings. The main house was designed by the A. Stewart Walker, a member of the architectural firm of Walker and Gillette. It is significant for its association with John W. Blodgett and his wife, Minnie Cumnock Blodgett, both of whom were important to the history of the city.</p>

<p><strong>PARKING</strong></p>

<p>Aquinas Performing Arts Center, 1703 Robinson Rd SE, East Grand Rapids, MI 49506</p>

<p>It&rsquo;s just a short was from the parking lot to Brookby House &amp; Gardens south of the Performing Arts Center.</p>

<p><strong><a href=""https://en.wikipedia.org/wiki/John_W._Blodgett_Estate"" target=""_blank"">Brookby House - John W. Blodgett Estate</a></strong></p>","brookbyhouseandgardens12pmtour","2018-8-25"
"63","GRHS Program","""ROGER THAT!"" The Life of Roger Bruce Chaffee, Michigan's First Astronaut","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","Roger_That_1.png","<p>Presented by Glen E. Swanson<br />
Join former NASA historian Glen Swanson as he talks about the life and times of Grand Rapids native son Roger Bruce Chaffee who would have flown aboard America&rsquo;s first manned Apollo mission but whose life was cut short along with that of his fellow crew mates by a tragic fire that broke out inside the spacecraft on January 27, 1967, during a routine launch-pad systems test.</p>

<p>The lessons learned from the fatal accident paved the way for the eventual success of the Apollo Program culminating in six missions that allowed twelve men to walk on the surface of the moon.</p>

<p><strong>&ldquo;ROGER THAT!&rdquo; The Life of Roger Bruce Chaffee, Michigan&rsquo;s First Astronaut</strong></p>

<p><strong>FREE and Open to the Public.</strong></p>","rogerthatthelifeofrogerbrucechaffeemichigansfirstastronaut","2018-9-13"
"64","Library Event","World War I Women's Defense Cards","1:30 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","default.png","<p><img alt="""" src=""uploads/images/Diana%20Barrett%20600pxls.jpg"" style=""width: 400px; height: 268px;"" /></p>

<p>Historian Diana Barrett will share the story of the Women&rsquo;s Defense Cards, the research they inspired, and new information that has been discovered beyond Grand Rapids.</p>

<p>During the week of April 27 through May 4, 1918, twenty thousand Grand Rapids women, half the city&rsquo;s female population, registered for the war effort. One thousand registrars were trained to conduct a twenty-to-thirty-minute interview with each woman. Her information was recorded on a 5 x 8 card, designed and printed in Washington DC and used nationally. Unlike the male WWI registration cards, those from the women&rsquo;s nationwide registration are a data-rich resource.</p>

<p>The men&rsquo;s cards were saved; the women&rsquo;s cards disappeared. Grand Rapids, however, had discovered a collection of 20,000 cards housed in the Library&rsquo;s attic. Since that time, due to excellent research by genealogists and other interested researchers, many new sources of cards, and new information has been discovered beyond Grand Rapids and Michigan.</p>

<p>Diana Barrett has been a member of the Grand Rapids Historical Commission since 2001, and from 2009-2011 served as its chair. Barrett also has been responsible for the Commission&rsquo;s websites. For her work on the websites, and research regarding the Woman&rsquo;s Committee WWI cards archived at the Grand Rapids Public Library, Barrett has earned the Albert Baxter Award for local history in Grand Rapids and a Historical Society of Michigan State Award in Communications. She is currently working on a book about former Grand Rapids Mayor George Welsh.</p>

<p>Cosponsored by the <strong>Western Michigan Genealogical Society.</strong></p>

<p>Topic: Maps, Gazetteers and Directories</p>","worldwariwomensdefensecards","2018-9-8"
"66","Community Event","The Woman's Hour: The Great Fight to Win the Vote","7:00 PM","","","Gerald R. Ford Presidential Museum, 303 Pearl Street NW Grand Rapids, MI  49504","WomansHour2.png","<p>presented by&nbsp;Elaine Weiss</p>

<p>The nail-biting climax of one of the greatest political battles in American history; the fight to ratify the 19th Amendment to the U.S. Constitution, granting women the right to vote. Following a handful of remarkable women who led their respective forces into battle, along with appearances by Woodrow Wilson, Warren Harding, Frederick Douglass, and Eleanor Roosevelt,&nbsp;The Woman&#39;s Hour&nbsp;is an inspiring story of activists winning their own freedom in one of the last campaigns forged in the shadow of the Civil War, and the beginning of the great twentieth-century battles for civil rights.Click here&nbsp;to make a reservation!</p>","thewomanshourthegreatfighttowinthevote","2018-11-15"
"67","GRHS Program","Building the Freeway: A Photo Find","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","Screenshot_2018-09-30_22.44.21.png","<p>presented by <strong>Gina Bivins</strong></p>

<p>We will review photographic documentation from a 966 slide collection that shows the construction of the intersecting freeways that divide our city in four.</p>

<p>FREE and Open to the Public</p>","buildingthefreewayaphotofind","2018-10-11"
"68","GRHS Program","The Wives, and Lives, of Early Dutch Pastors","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","701680.jpg","<p>POSTPONED:&nbsp; Greater Grand Rapids Women&rsquo;s History Council&rsquo;s program, &ldquo;Paths Less Taken: Grand Rapids Women and the Egyptian Revival in Cemetery Architecture&rdquo; by Thomas R. Dilley planned for Thursday, November 8, 2018 will be rescheduled on a future date. Stay tuned for details about this program grew out of Dilley&rsquo;s excellent book &ldquo;<a href=""https://www.amazon.com/Art-Memory-Historic-Cemeteries-Michigan/dp/0814340199"" target=""_blank"">The Art of Memory: Historic Cemeteries of Grand Rapids, Michigan.</a>&rdquo;</p>

<p>REPLACEMENT: Read on about Janet Sjaarda Sheeres&rsquo; serious, yet light-hearted presentation on yet another set of unheralded women community builders: clergy wives. Based on her book &ldquo;<a href=""https://www.amazon.com/Better-Historical-Reformed-Church-America/dp/0802876250/ref=sr_1_1?s=books&amp;ie=UTF8&amp;qid=1541119123&amp;sr=1-1&amp;keywords=For+Better+For+Worse+sheeres"" target=""_blank"">For Better For Worse. Stories of the Wives of Early Pastors of the Christian Reformed Church</a>&rdquo; in West Michigan will offer a fresh glimpse of early Grand Rapids history.</p>

<p><strong>The Wives, and Lives, of Early Dutch Pastors</strong><br />
by Janet Sjaarda Sheeres</p>

<p><strong>Ryerson Auditorium, Grand Rapids Public Library</strong><br />
Downtown Grand Rapids, Michigan</p>

<p><strong>FREE and Open to the Public<br />
No Ticket Necessary</strong></p>

<p>Grand Rapids, take note! Not only do early women citizens have a history, but the stories of early pastors&rsquo; wives are also riveting. When Janet Sjaarda Sheeres was editing a 700-page tome on early synod minutes of the Christian Reformed Church (1857-1880), she realized that she had waded into an all-male world, where women&rsquo;s concerns were seldom considered and their stories never recorded.</p>

<p>A popular speaker, Sheeres has been in the business of making seemingly ordinary women remarkable. Their stories&nbsp;virtually always sidelined in early historical records, she brings them to life for us.&nbsp;From lists of births, Sheeres has illustrated the lives of early Dutch midwives; from shipping indexes, created pictures of single women immigrants crossing the Atlantic on their own. Now she has turned her attention to a group of women whom no one else has thought to consider. The biographies of early male ministers have been well documented. Rescuing their wives from obscurity in her new book,&nbsp;&ldquo;For Better For Worse. Stories of the Wives of Early Pastors of the Christian Reformed Church&rdquo;, Sheeres proves they were important community builders in their own right&nbsp;and highlights their living conditions and the challenges they faced. Reclaiming the stories of wives of early clergy, Sheeres&rsquo; slides will also make visible aspects of their lives and give us another angle on nineteenth-century area history.</p>

<p>After her program Sheeres&rsquo; books will be available for sale as will an early 2018 special issue of Origins magazine focusing on women&rsquo;s history! Be inspired to expand her project into the broader community!</p>

<p>Co-sponsored by the <a href=""https://www.amazon.com/Art-Memory-Historic-Cemeteries-Michigan/dp/0814340199"" target=""_blank"">Greater Grand Rapids Women&rsquo;s History Council</a>, <a href="""" target=""_blank"">Grand Rapids Historical Society</a> and <a href=""https://www.grpl.org/"" target=""_blank"">Grand Rapids Public Library</a></p>

<p><strong>Janet Sjaarda Sheeres Bio</strong><br />
Born in the Netherlands, Sheeres speaks fluent Dutch and is the author of four books and over 70 articles in national and international journals on Dutch emigration/immigration history. Among her many service positions, she has been president of the Association for the Advancement of Dutch American Studies, chair of the Christian Reformed Church Historical Committee, and is the current editor of Origins, the historical magazine of Calvin College&rsquo;s Heritage Hall Archives</p>

<p><a href=""https://www.amazon.com/Art-Memory-Historic-Cemeteries-Michigan/dp/0814340199"" target=""_blank""><strong>Greater Grand Rapids Women&rsquo;s History Council</strong></a><br />
During 2018 the Greater Grand Rapids Women&rsquo;s History Council has celebrated thirty years of existence recruiting and training researchers, encouraging donations to local archives, distributing bibliographies on area women&rsquo;s history, digitizing materials for broader dissemination, and developing creative programming to spread information about the early accomplishments of female scientists, politicians, journalists, even reformed courtesans. Five years ago at a quarter century, it took stock and published a brief summary history, which you can find on its website: &nbsp;<a href=""http://www.ggrwhc.org/our-history"" target=""_blank"">http://www.ggrwhc.org/our-history</a></p>

<p>Join the GGRWHC on November 8, 2018, after the program when we will offer materials and conversation describing our broader efforts to locate and share local women&rsquo;s history.</p>

<p>&ldquo;Absent from existing histories, these Dutch immigrant women lived lives marked by hardship and loss, labor and fortitude, birth and death. By focusing on the experience of women, Sheeres adds another dimension to our understanding of the history of the Christian Reformed Church&mdash;one in which masculine ambition, human foibles, congregational squabbles, and the sacrificial labor of women take center stage and challenge us to rethink the origins of the Christian Reformed Church in America.&rdquo;<br />
&mdash; Kristin Kobes Du Mez, History Department, Calvin College &amp; GGRWHC Board Member</p>

<p>&ldquo;These fascinating, assiduously researched profiles of the first ten Christian Reformed ministers&#39; wives provide new insights on the denomination&#39;s early existence, its tight social networks, both internally and with the Reformed Church in America, and the conditions these women met and sacrificially endured. Their stories need to be told and deserve our sober appreciation.&rdquo;<br />
&mdash; James A. DeJong, Calvin Theological Seminary</p>","thewivesandlivesofearlydutchpastors","2018-11-8"
"69","GRHS Program","Macinac Island's Historic Cottages of the Rich and Famous","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","","<p>presented by Tom Buettner</p>

<p><strong>Macinac Island&rsquo;s Historic Cottages of the Rich and Famous</strong><br />
The U.S. government created a national park on Mackinac Island, setting 1,000 acres of this federal property aside for a public park. Soon a cottage community was established by prominent and wealthy families from Michigan and the Midwest.</p>","macinacislandshistoriccottagesoftherichandfamous","2019-1-10"
"70","GRHS Program","Race, Riot and Reconciliation","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","","<p>presented by <strong>George Bayard</strong><br />
George will discuss the origins and results of the uprising of Blacks during the summer of 1967. His documentary, &ldquo;Riot, Race and Reconciliation,&rdquo; will serve as a backdrop for the basis of the talk.</p>

<p><strong>FREE and Open to the Public</strong></p>","raceriotandreconciliation","2019-2-14"
"71","GRHS Program","Faith of the Fathers: The Courage, Humor and Dedication of Catholic Civil War Chaplains","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","","<p>presented by <strong>Rev. Robert J. Miller</strong><br />
This presentation will highlight the 100+ Catholic priests who helped support the Civil War soldiers&mdash;their numbers, impact and some of the colorful &ldquo;characters&rdquo; among them.</p>

<p><strong>FREE and Open to the Public</strong></p>","faithofthefathersthecouragehumoranddedicationofcatholiccivilwarchaplains","2019-3-14"
"72","GRHS Program","From Pig Farm to Thriving Neighborhood","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","","<p>presented by <strong>Fred Davison</strong><br />
Come hear the story of the beginnings, development, and struggles of the Ottawa Hills Neighborhood; see the varied and beautiful architecture of the houses, meet the prominent citizens who have added to the city; and watch the evolution of the schools.</p>

<p><strong>FREE and Open to the Public</strong></p>","frompigfarmtothrivingneighborhood","2019-4-11"
"73","GRHS Program","Lesser Known Grand Rapids Landmarks","7:00 PM","FREE and Open to the Public","","Grand Rapids Public Library - Main Branch - 111 Library St NE, Grand Rapids, MI 49503","","<p>presented by <strong>Michael Page</strong><br />
Beginning with a brief discussion of the process used to designate a landmark or district, Michael Page will take us on a pictorial tour of some of the lesser known (yet significant) historic landmarks. He will give little known facts and why it is important to the history of Grand Rapids.</p>

<p>Will be presented after our Annual Banquet and Fundraiser.</p>

<p><strong>FREE and Open to the Public</strong></p>","lesserknowngrandrapidslandmarks","2019-5-9"
"74","Community Event","The Arnold Line to Mackinac Island","7:00 PM","FREE and Open to the Public","","Faith United Methodist Church, 2600 7th St. NW, Grand Rapids, MI 49504","7235402490_2b18e743c0_b.jpg","<p>presented by Bob Campbell</p>

<p>The Arnold Line boats brought people and freight to Mackinac Island from 1878 to 2015. The program will look at the history of the Arnold Line, as well as the attraction of Mackinac Island.</p>

<p>Bob Campbell developed an interest in Great Lakes shipping as a young child. This resulted from sailing on the Straits of Mackinac ferries to visit relatives at Sault Ste. Marie, before the Mackinac Bridge was built. Bob&#39;s uncle, Jerry Campbell, worked forty years at the Soo Locks and often talked about boats. Bob started taking photos of Great Lakes ships in 1966. His pictures have appeared in Michigan History Magazine and other publications around the Great Lakes.</p>

<p><img alt="""" src=""uploads/images/images.jpg"" style=""width: 400px; height: 311px;"" /><br />
His book <a href=""https://www.amazon.com/Classic-Ships-Great-Robert-Campbell/dp/1933272503"" target=""_blank""><strong><em>Classic Ships of the Great Lakes</em></strong></a> came out in 2015.</p>

<p>sponsored by&nbsp;<strong>West Michigan Postcard Club</strong></p>

<p><strong>FREE and Open to the Public</strong></p>","thearnoldlinetomackinacisland","2018-9-10"
"75","Community Event","The Old Third, Part Two","7:30 PM","FREE and Open to the Public","","De Witt Student Center, Kuyper College, 3333 East Beltline NE, Grand Rapids, MI 49506","reunion_P017.jpg","<p>Steven Soper will be presenting on The Old Third, Part Two.</p>

<p><strong>FREE and Open to the Public. </strong>Doors open at 6:30 p.m.</p>

<p>sponsored by&nbsp;<strong>Grand Rapids Civil War Round Table</strong></p>

<p>Topics: Civil War, Michigan Third Infantry</p>","theoldthirdparttwo","2018-9-19"
